transaction_id,order_date,customer_id,acquisition_channel,gender,age,product_category,quantity,price_per_unit,total_amount
3464,2023-09-07,CUST1393,organic,Male,42,Clothing,3,37,111
3465,2023-09-14,CUST1393,organic,Male,42,Clothing,2,61,122
3466,2023-09-27,CUST1394,paid_search,Male,40,Electronics,4,203,812
3467,2023-09-30,CUST1394,paid_search,Male,40,Clothing,2,104,208
3468,2023-10-03,CUST1394,paid_search,Male,40,Beauty,4,50,200
3469,2023-10-08,CUST1394,paid_search,Male,40,Electronics,2,338,676
3470,2023-10-29,CUST1394,paid_search,Male,40,Clothing,3,33,99
3471,2023-12-01,CUST1395,social,Male,45,Electronics,3,363,1089
3472,2023-04-27,CUST1396,social,Female,33,Clothing,2,29,58
3473,2023-05-04,CUST1396,social,Female,33,Beauty,4,23,92
3474,2023-05-14,CUST1396,social,Female,33,Clothing,3,45,135
3475,2023-01-07,CUST1397,social,Male,55,Beauty,2,26,52
3476,2023-05-17,CUST1398,paid_search,Male,28,Electronics,2,295,590
3477,2023-05-22,CUST1398,paid_search,Male,28,Beauty,2,35,70
3478,2023-06-12,CUST1398,paid_search,Male,28,Clothing,2,53,106
3479,2023-06-17,CUST1398,paid_search,Male,28,Clothing,4,102,408
3480,2023-06-25,CUST1399,email,Female,20,Electronics,4,272,1088
3481,2023-06-28,CUST1399,email,Female,20,Electronics,4,119,476
3482,2023-11-24,CUST1400,organic,Male,32,Clothing,4,58,232
3483,2023-12-04,CUST1400,organic,Male,32,Clothing,1,64,64
3484,2023-11-11,CUST1401,social,Male,18,Clothing,2,41,82
3485,2023-08-03,CUST1402,email,Female,24,Electronics,3,82,246
3486,2023-08-10,CUST1402,email,Female,24,Clothing,2,35,70
3487,2023-08-20,CUST1402,email,Female,24,Clothing,4,42,168
3488,2023-08-25,CUST1402,email,Female,24,Clothing,2,33,66
3489,2023-03-23,CUST1403,social,Female,18,Electronics,2,366,732
3490,2023-08-11,CUST1404,email,Male,49,Clothing,4,34,136
3491,2023-08-14,CUST1404,email,Male,49,Beauty,1,62,62
3492,2023-04-13,CUST1405,social,Female,26,Clothing,2,67,134
3493,2023-09-30,CUST1406,paid_search,Male,46,Beauty,3,20,60
3494,2023-10-07,CUST1406,paid_search,Male,46,Electronics,2,392,784
3495,2023-01-14,CUST1407,organic,Male,43,Clothing,4,101,404
3496,2023-02-13,CUST1407,organic,Male,43,Clothing,4,98,392
3497,2023-02-20,CUST1407,organic,Male,43,Electronics,4,300,1200
3498,2023-02-27,CUST1407,organic,Male,43,Electronics,3,209,627
3499,2023-03-13,CUST1407,organic,Male,43,Electronics,4,198,792
3500,2023-06-08,CUST1408,organic,Female,40,Clothing,4,89,356
3501,2023-06-18,CUST1408,organic,Female,40,Beauty,2,18,36
3502,2023-06-28,CUST1408,organic,Female,40,Beauty,4,53,212
3503,2023-07-03,CUST1408,organic,Female,40,Electronics,3,368,1104
3504,2023-07-17,CUST1408,organic,Female,40,Electronics,2,290,580
3505,2023-08-16,CUST1408,organic,Female,40,Electronics,1,125,125
3506,2023-06-01,CUST1409,organic,Male,46,Clothing,3,93,279
3507,2023-06-08,CUST1409,organic,Male,46,Clothing,3,21,63
3508,2023-04-18,CUST1410,email,Male,55,Electronics,3,77,231
3509,2023-04-25,CUST1410,email,Male,55,Beauty,4,68,272
3510,2023-05-05,CUST1410,email,Male,55,Clothing,1,105,105
3511,2023-07-07,CUST1411,organic,Female,50,Electronics,1,50,50
3512,2023-08-06,CUST1411,organic,Female,50,Beauty,3,31,93
3513,2023-10-28,CUST1412,organic,Female,24,Clothing,2,95,190
3514,2023-11-07,CUST1412,organic,Female,24,Clothing,3,106,318
3515,2023-11-12,CUST1412,organic,Female,24,Beauty,4,36,144
3516,2023-04-08,CUST1413,organic,Male,29,Clothing,3,20,60
3517,2023-05-11,CUST1414,organic,Female,48,Clothing,4,21,84
3518,2023-05-25,CUST1414,organic,Female,48,Clothing,4,114,456
3519,2023-10-20,CUST1415,social,Male,49,Clothing,2,68,136
3520,2023-10-25,CUST1415,social,Male,49,Beauty,1,28,28
3521,2023-11-04,CUST1415,social,Male,49,Electronics,4,68,272
3522,2023-06-20,CUST1416,organic,Female,37,Electronics,3,369,1107
3523,2023-06-27,CUST1416,organic,Female,37,Electronics,2,322,644
3524,2023-06-30,CUST1416,organic,Female,37,Beauty,2,50,100
3525,2023-07-02,CUST1417,paid_search,Male,34,Clothing,2,24,48
3526,2023-07-23,CUST1417,paid_search,Male,34,Clothing,1,42,42
3527,2023-07-26,CUST1417,paid_search,Male,34,Beauty,1,19,19
3528,2023-07-31,CUST1417,paid_search,Male,34,Beauty,4,21,84
3529,2023-02-08,CUST1418,organic,Male,53,Clothing,3,29,87
3530,2023-02-15,CUST1418,organic,Male,53,Clothing,4,49,196
3531,2023-02-20,CUST1418,organic,Male,53,Electronics,2,374,748
3532,2023-01-15,CUST1419,organic,Male,20,Clothing,1,119,119
3533,2023-02-05,CUST1419,organic,Male,20,Electronics,1,195,195
3534,2023-01-04,CUST1420,organic,Male,18,Clothing,3,114,342
3535,2023-01-14,CUST1420,organic,Male,18,Clothing,4,23,92
3536,2023-07-29,CUST1421,organic,Male,44,Electronics,1,75,75
3537,2023-06-10,CUST1422,organic,Female,57,Beauty,1,53,53
3538,2023-07-10,CUST1422,organic,Female,57,Electronics,2,59,118
3539,2023-07-17,CUST1422,organic,Female,57,Clothing,1,92,92
3540,2023-07-22,CUST1422,organic,Female,57,Beauty,1,63,63
3541,2023-01-16,CUST1423,social,Female,50,Electronics,4,351,1404
3542,2023-01-19,CUST1423,social,Female,50,Clothing,1,83,83
3543,2023-04-18,CUST1424,organic,Male,37,Clothing,2,106,212
3544,2023-04-25,CUST1424,organic,Male,37,Clothing,3,82,246
3545,2023-04-28,CUST1424,organic,Male,37,Electronics,2,366,732
3546,2023-11-07,CUST1425,paid_search,Male,31,Electronics,4,172,688
3547,2023-11-17,CUST1425,paid_search,Male,31,Clothing,4,84,336
3548,2023-08-15,CUST1426,paid_search,Male,53,Clothing,4,95,380
3549,2023-08-25,CUST1426,paid_search,Male,53,Clothing,3,83,249
3550,2023-09-15,CUST1426,paid_search,Male,53,Electronics,3,296,888
3551,2023-06-19,CUST1427,paid_search,Female,22,Clothing,4,108,432
3552,2023-07-10,CUST1427,paid_search,Female,22,Clothing,2,76,152
3553,2023-07-15,CUST1427,paid_search,Female,22,Beauty,1,47,47
3554,2023-02-03,CUST1428,social,Female,40,Electronics,2,213,426
3555,2023-09-08,CUST1429,social,Female,32,Clothing,1,86,86
3556,2023-09-15,CUST1429,social,Female,32,Electronics,1,175,175
3557,2023-10-06,CUST1429,social,Female,32,Clothing,3,30,90
3558,2023-09-04,CUST1430,organic,Female,23,Electronics,2,136,272
3559,2023-09-09,CUST1430,organic,Female,23,Electronics,1,171,171
3560,2023-09-26,CUST1431,social,Male,50,Electronics,4,147,588
3561,2023-10-03,CUST1431,social,Male,50,Electronics,1,338,338
3562,2023-10-13,CUST1431,social,Male,50,Clothing,1,100,100
3563,2023-05-21,CUST1432,social,Male,36,Electronics,4,367,1468
3564,2023-10-01,CUST1433,paid_search,Female,30,Clothing,1,90,90
3565,2023-04-06,CUST1434,social,Female,46,Clothing,1,86,86
3566,2023-04-11,CUST1434,social,Female,46,Beauty,2,53,106
3567,2023-04-16,CUST1434,social,Female,46,Electronics,1,170,170
3568,2023-08-15,CUST1435,organic,Male,23,Beauty,2,66,132
3569,2023-08-29,CUST1435,organic,Male,23,Clothing,4,36,144
3570,2023-09-03,CUST1435,organic,Male,23,Electronics,4,181,724
3571,2023-09-10,CUST1435,organic,Male,23,Clothing,1,116,116
3572,2023-09-17,CUST1435,organic,Male,23,Electronics,2,390,780
3573,2023-02-08,CUST1436,paid_search,Male,32,Clothing,1,94,94
3574,2023-02-18,CUST1436,paid_search,Male,32,Clothing,3,74,222
3575,2023-10-29,CUST1437,paid_search,Female,33,Clothing,2,37,74
3576,2023-01-29,CUST1438,paid_search,Male,41,Electronics,4,282,1128
3577,2023-02-19,CUST1438,paid_search,Male,41,Clothing,4,92,368
3578,2023-02-24,CUST1438,paid_search,Male,41,Beauty,4,71,284
3579,2023-03-06,CUST1438,paid_search,Male,41,Clothing,3,35,105
3580,2023-04-05,CUST1438,paid_search,Male,41,Clothing,3,112,336
3581,2023-11-14,CUST1439,paid_search,Male,40,Clothing,1,42,42
3582,2023-11-17,CUST1439,paid_search,Male,40,Beauty,2,11,22
3583,2023-12-01,CUST1439,paid_search,Male,40,Clothing,4,77,308
3584,2023-09-02,CUST1440,social,Female,27,Clothing,4,111,444
3585,2023-08-24,CUST1441,paid_search,Male,58,Beauty,4,65,260
3586,2023-07-04,CUST1442,organic,Male,58,Clothing,1,43,43
3587,2023-07-14,CUST1442,organic,Male,58,Electronics,1,78,78
3588,2023-09-29,CUST1443,organic,Female,34,Clothing,4,61,244
3589,2023-10-04,CUST1443,organic,Female,34,Electronics,2,180,360
3590,2023-08-24,CUST1444,social,Female,47,Clothing,1,32,32
3591,2023-08-27,CUST1445,email,Female,27,Electronics,2,206,412
3592,2023-09-01,CUST1445,email,Female,27,Beauty,2,68,136
3593,2023-09-08,CUST1445,email,Female,27,Beauty,4,57,228
3594,2023-09-23,CUST1446,social,Male,36,Electronics,4,100,400
3595,2023-12-06,CUST1447,social,Male,46,Beauty,1,48,48
3596,2023-03-06,CUST1448,email,Female,19,Clothing,1,24,24
3597,2023-03-27,CUST1448,email,Female,19,Clothing,4,117,468
3598,2023-06-26,CUST1449,paid_search,Female,53,Electronics,2,233,466
3599,2023-07-10,CUST1449,paid_search,Female,53,Electronics,1,140,140
3600,2023-07-20,CUST1449,paid_search,Female,53,Clothing,4,71,284
3601,2023-07-23,CUST1449,paid_search,Female,53,Electronics,3,238,714
3602,2023-07-30,CUST1449,paid_search,Female,53,Clothing,4,115,460
3603,2023-08-02,CUST1449,paid_search,Female,53,Electronics,1,352,352
3604,2023-01-03,CUST1450,email,Male,36,Beauty,3,75,225
3605,2023-01-13,CUST1450,email,Male,36,Electronics,3,182,546
3606,2023-01-18,CUST1450,email,Male,36,Clothing,4,61,244
3607,2023-01-28,CUST1450,email,Male,36,Electronics,2,110,220
3608,2023-05-22,CUST1451,paid_search,Female,24,Electronics,3,99,297
3609,2023-05-27,CUST1451,paid_search,Female,24,Clothing,4,57,228
3610,2023-06-06,CUST1451,paid_search,Female,24,Electronics,4,272,1088
3611,2023-06-13,CUST1451,paid_search,Female,24,Beauty,2,53,106
3612,2023-06-18,CUST1451,paid_search,Female,24,Clothing,4,82,328
3613,2023-06-07,CUST1452,social,Male,43,Clothing,4,116,464
3614,2023-06-14,CUST1452,social,Male,43,Clothing,3,31,93
3615,2023-11-20,CUST1453,paid_search,Male,32,Electronics,3,314,942
3616,2023-05-26,CUST1454,organic,Male,55,Beauty,4,31,124
3617,2023-06-25,CUST1454,organic,Male,55,Electronics,4,379,1516
3618,2023-10-20,CUST1455,organic,Male,20,Clothing,4,75,300
3619,2023-11-03,CUST1455,organic,Male,20,Electronics,3,297,891
3620,2023-11-10,CUST1455,organic,Male,20,Electronics,1,310,310
3621,2023-11-17,CUST1455,organic,Male,20,Electronics,4,64,256
3622,2023-11-22,CUST1455,organic,Male,20,Clothing,2,79,158
3623,2023-06-02,CUST1456,organic,Male,55,Electronics,2,72,144
3624,2023-06-09,CUST1456,organic,Male,55,Electronics,1,152,152
3625,2023-06-12,CUST1456,organic,Male,55,Clothing,1,105,105
3626,2023-06-15,CUST1456,organic,Male,55,Electronics,3,106,318
3627,2023-07-12,CUST1457,social,Female,33,Beauty,2,68,136
3628,2023-03-14,CUST1458,social,Female,19,Clothing,4,101,404
3629,2023-11-01,CUST1459,paid_search,Female,48,Beauty,3,55,165
3630,2023-11-04,CUST1459,paid_search,Female,48,Clothing,1,90,90
3631,2023-11-18,CUST1459,paid_search,Female,48,Electronics,2,315,630
3632,2023-12-10,CUST1460,social,Male,45,Clothing,4,108,432
3633,2023-12-20,CUST1460,social,Male,45,Clothing,4,63,252
3634,2023-05-20,CUST1461,email,Male,24,Electronics,3,175,525
3635,2023-07-06,CUST1462,social,Male,47,Electronics,2,368,736
3636,2023-07-13,CUST1462,social,Male,47,Beauty,1,50,50
3637,2023-10-20,CUST1463,organic,Male,24,Electronics,3,88,264
3638,2023-11-03,CUST1463,organic,Male,24,Electronics,3,318,954
3639,2023-11-17,CUST1463,organic,Male,24,Beauty,2,62,124
3640,2023-03-02,CUST1464,organic,Female,53,Electronics,3,119,357
3641,2023-03-23,CUST1464,organic,Female,53,Clothing,1,95,95
3642,2023-03-30,CUST1464,organic,Female,53,Clothing,3,67,201
3643,2023-07-17,CUST1465,social,Female,46,Clothing,4,81,324
3644,2023-07-22,CUST1465,social,Female,46,Electronics,1,368,368
3645,2023-10-22,CUST1466,organic,Female,41,Clothing,4,45,180
3646,2023-10-27,CUST1466,organic,Female,41,Clothing,2,111,222
3647,2023-11-01,CUST1466,organic,Female,41,Clothing,3,60,180
3648,2023-11-06,CUST1466,organic,Female,41,Electronics,3,179,537
3649,2023-11-13,CUST1466,organic,Female,41,Clothing,3,44,132
3650,2023-11-18,CUST1466,organic,Female,41,Clothing,3,69,207
3651,2023-11-23,CUST1466,organic,Female,41,Electronics,4,113,452
3652,2023-11-30,CUST1466,organic,Female,41,Beauty,4,62,248
3653,2023-11-15,CUST1467,paid_search,Male,56,Clothing,3,29,87
3654,2023-11-20,CUST1467,paid_search,Male,56,Electronics,1,232,232
3655,2023-11-30,CUST1467,paid_search,Male,56,Clothing,3,87,261
3656,2023-12-07,CUST1467,paid_search,Male,56,Beauty,2,75,150
3657,2023-10-29,CUST1468,paid_search,Male,21,Clothing,4,47,188
3658,2023-11-03,CUST1468,paid_search,Male,21,Beauty,3,67,201
3659,2023-11-13,CUST1468,paid_search,Male,21,Beauty,1,11,11
3660,2023-11-16,CUST1468,paid_search,Male,21,Beauty,3,43,129
3661,2023-11-21,CUST1468,paid_search,Male,21,Clothing,1,39,39
3662,2023-12-10,CUST1469,paid_search,Female,46,Electronics,3,271,813
3663,2023-01-11,CUST1470,social,Male,22,Clothing,2,45,90
3664,2023-01-21,CUST1470,social,Male,22,Beauty,4,10,40
3665,2023-03-03,CUST1471,social,Female,46,Beauty,1,24,24
3666,2023-03-06,CUST1471,social,Female,46,Beauty,2,64,128
3667,2023-03-27,CUST1471,social,Female,46,Electronics,1,338,338
3668,2023-04-10,CUST1471,social,Female,46,Electronics,2,361,722
3669,2023-11-29,CUST1472,social,Female,47,Electronics,3,103,309
3670,2023-08-14,CUST1473,social,Male,46,Clothing,2,22,44
3671,2023-08-28,CUST1473,social,Male,46,Electronics,2,301,602
3672,2023-09-07,CUST1473,social,Male,46,Electronics,3,296,888
3673,2023-09-17,CUST1473,social,Male,46,Beauty,2,34,68
3674,2023-06-02,CUST1474,social,Female,43,Electronics,3,66,198
3675,2023-06-23,CUST1474,social,Female,43,Beauty,4,41,164
3676,2023-06-28,CUST1474,social,Female,43,Beauty,1,32,32
3677,2023-07-05,CUST1474,social,Female,43,Electronics,1,203,203
3678,2023-07-18,CUST1475,organic,Female,36,Clothing,2,52,104
3679,2023-08-08,CUST1475,organic,Female,36,Electronics,2,132,264
3680,2023-08-22,CUST1475,organic,Female,36,Electronics,3,111,333
3681,2023-08-29,CUST1475,organic,Female,36,Clothing,1,78,78
3682,2023-09-03,CUST1475,organic,Female,36,Clothing,2,101,202
3683,2023-02-21,CUST1476,organic,Male,43,Beauty,1,72,72
3684,2023-02-28,CUST1476,organic,Male,43,Clothing,2,74,148
3685,2023-03-30,CUST1476,organic,Male,43,Electronics,2,216,432
3686,2023-04-09,CUST1476,organic,Male,43,Beauty,2,57,114
3687,2023-09-17,CUST1477,paid_search,Female,54,Electronics,3,77,231
3688,2023-09-27,CUST1477,paid_search,Female,54,Electronics,4,183,732
3689,2023-02-28,CUST1478,paid_search,Male,44,Electronics,3,139,417
3690,2023-03-13,CUST1479,organic,Male,47,Electronics,2,234,468
3691,2023-03-18,CUST1479,organic,Male,47,Clothing,2,79,158
3692,2023-03-23,CUST1479,organic,Male,47,Beauty,2,26,52
3693,2023-04-22,CUST1479,organic,Male,47,Electronics,4,115,460
3694,2023-05-13,CUST1479,organic,Male,47,Electronics,3,173,519
3695,2023-05-28,CUST1480,social,Female,47,Electronics,1,231,231
3696,2023-05-31,CUST1480,social,Female,47,Clothing,3,63,189
3697,2023-03-04,CUST1481,organic,Female,20,Beauty,4,76,304
3698,2023-03-18,CUST1481,organic,Female,20,Beauty,1,45,45
3699,2023-11-06,CUST1482,social,Male,24,Clothing,1,62,62
3700,2023-08-31,CUST1483,social,Male,26,Beauty,4,71,284
3701,2023-09-03,CUST1483,social,Male,26,Electronics,3,132,396
3702,2023-11-26,CUST1484,paid_search,Female,58,Electronics,1,143,143
3703,2023-12-06,CUST1484,paid_search,Female,58,Electronics,3,382,1146
3704,2023-04-17,CUST1485,paid_search,Female,59,Clothing,4,52,208
3705,2023-04-27,CUST1485,paid_search,Female,59,Electronics,2,161,322
3706,2023-04-30,CUST1485,paid_search,Female,59,Clothing,2,42,84
3707,2023-08-14,CUST1486,organic,Female,30,Electronics,2,197,394
3708,2023-09-13,CUST1486,organic,Female,30,Electronics,2,271,542
3709,2023-10-04,CUST1486,organic,Female,30,Beauty,3,75,225
3710,2023-10-09,CUST1486,organic,Female,30,Electronics,2,53,106
3711,2023-11-09,CUST1487,social,Male,32,Clothing,4,84,336
3712,2023-11-12,CUST1487,social,Male,32,Beauty,4,61,244
3713,2023-08-06,CUST1488,organic,Female,22,Electronics,4,191,764
3714,2023-08-20,CUST1488,organic,Female,22,Electronics,2,316,632
3715,2023-08-29,CUST1489,organic,Male,46,Clothing,3,43,129
3716,2023-09-28,CUST1489,organic,Male,46,Beauty,4,41,164
3717,2023-10-03,CUST1489,organic,Male,46,Beauty,1,55,55
3718,2023-09-16,CUST1490,social,Female,52,Beauty,4,25,100
3719,2023-09-23,CUST1490,social,Female,52,Beauty,2,25,50
3720,2023-10-14,CUST1490,social,Female,52,Clothing,4,31,124
3721,2023-09-19,CUST1491,organic,Male,44,Beauty,4,71,284
3722,2023-09-22,CUST1491,organic,Male,44,Electronics,2,343,686
3723,2023-09-29,CUST1491,organic,Male,44,Clothing,3,103,309
3724,2023-01-05,CUST1492,social,Female,44,Electronics,3,327,981
3725,2023-09-18,CUST1493,social,Male,25,Electronics,4,393,1572
3726,2023-09-28,CUST1493,social,Male,25,Clothing,3,20,60
3727,2023-02-23,CUST1494,organic,Male,49,Clothing,1,83,83
3728,2023-02-26,CUST1494,organic,Male,49,Clothing,4,66,264
3729,2023-03-19,CUST1494,organic,Male,49,Clothing,3,57,171
3730,2023-02-16,CUST1495,social,Male,37,Clothing,3,100,300
3731,2023-08-03,CUST1496,social,Male,27,Clothing,1,40,40
3732,2023-06-26,CUST1497,paid_search,Female,30,Clothing,1,32,32
3733,2023-06-29,CUST1497,paid_search,Female,30,Beauty,2,75,150
3734,2023-07-13,CUST1497,paid_search,Female,30,Beauty,3,71,213
3735,2023-01-09,CUST1498,social,Female,46,Clothing,1,111,111
3736,2023-04-09,CUST1499,organic,Female,52,Beauty,4,35,140
3737,2023-01-20,CUST1500,organic,Male,25,Electronics,3,110,330
3738,2023-02-03,CUST1500,organic,Male,25,Electronics,1,299,299
3739,2023-03-05,CUST1500,organic,Male,25,Electronics,3,367,1101
3740,2023-03-12,CUST1500,organic,Male,25,Electronics,1,131,131
3741,2023-08-29,CUST1501,organic,Female,46,Clothing,2,73,146
3742,2023-09-12,CUST1501,organic,Female,46,Clothing,1,79,79
3743,2023-03-02,CUST1502,organic,Female,48,Electronics,1,93,93
3744,2023-03-16,CUST1502,organic,Female,48,Electronics,4,308,1232
3745,2023-06-27,CUST1503,social,Male,58,Beauty,2,68,136
3746,2023-06-30,CUST1503,social,Male,58,Clothing,1,32,32
3747,2023-07-03,CUST1503,social,Male,58,Electronics,2,358,716
3748,2023-07-10,CUST1503,social,Male,58,Electronics,4,257,1028
3749,2023-07-31,CUST1503,social,Male,58,Beauty,3,51,153
3750,2023-12-04,CUST1504,social,Male,47,Clothing,2,78,156
3751,2023-03-03,CUST1505,paid_search,Female,39,Beauty,1,12,12
3752,2023-03-06,CUST1505,paid_search,Female,39,Beauty,1,10,10
3753,2023-03-09,CUST1505,paid_search,Female,39,Electronics,1,164,164
3754,2023-05-25,CUST1506,social,Female,38,Electronics,2,355,710
3755,2023-08-04,CUST1507,social,Female,29,Clothing,2,99,198
3756,2023-08-09,CUST1507,social,Female,29,Beauty,1,68,68
3757,2023-01-03,CUST1508,email,Male,28,Clothing,4,93,372
3758,2023-01-08,CUST1508,email,Male,28,Electronics,3,330,990
3759,2023-01-15,CUST1508,email,Male,28,Clothing,2,96,192
3760,2023-06-09,CUST1509,social,Female,19,Electronics,4,178,712
3761,2023-08-15,CUST1510,social,Male,58,Electronics,3,319,957
3762,2023-08-18,CUST1510,social,Male,58,Beauty,1,67,67
3763,2023-08-28,CUST1510,social,Male,58,Electronics,4,87,348
3764,2023-09-02,CUST1510,social,Male,58,Beauty,1,14,14
3765,2023-09-09,CUST1510,social,Male,58,Electronics,4,93,372
3766,2023-09-26,CUST1511,social,Female,19,Clothing,4,84,336
3767,2023-10-01,CUST1511,social,Female,19,Clothing,1,76,76
3768,2023-10-31,CUST1511,social,Female,19,Electronics,4,297,1188
3769,2023-04-30,CUST1512,organic,Female,51,Clothing,4,64,256
3770,2023-05-05,CUST1512,organic,Female,51,Electronics,4,115,460
3771,2023-05-10,CUST1512,organic,Female,51,Clothing,3,66,198
3772,2023-05-17,CUST1512,organic,Female,51,Electronics,2,75,150
3773,2023-03-30,CUST1513,organic,Male,20,Electronics,1,356,356
3774,2023-04-06,CUST1513,organic,Male,20,Electronics,2,159,318
3775,2023-11-25,CUST1514,paid_search,Female,33,Clothing,4,24,96
3776,2023-12-02,CUST1514,paid_search,Female,33,Clothing,2,58,116
3777,2023-03-09,CUST1515,social,Male,21,Clothing,4,59,236
3778,2023-03-30,CUST1515,social,Male,21,Clothing,4,40,160
3779,2023-04-08,CUST1516,organic,Female,40,Electronics,2,146,292
3780,2023-04-11,CUST1516,organic,Female,40,Electronics,2,153,306
3781,2023-09-24,CUST1517,social,Male,37,Clothing,3,94,282
3782,2023-10-08,CUST1517,social,Male,37,Electronics,1,263,263
3783,2023-04-15,CUST1518,paid_search,Male,42,Electronics,1,361,361
3784,2023-04-20,CUST1518,paid_search,Male,42,Clothing,1,78,78
3785,2023-11-19,CUST1519,organic,Male,47,Electronics,4,150,600
3786,2023-12-03,CUST1519,organic,Male,47,Clothing,2,26,52
3787,2023-05-03,CUST1520,organic,Male,35,Electronics,2,190,380
3788,2023-05-08,CUST1520,organic,Male,35,Beauty,4,43,172
3789,2023-01-29,CUST1521,paid_search,Male,59,Clothing,4,72,288
3790,2023-02-01,CUST1521,paid_search,Male,59,Electronics,2,110,220
3791,2023-05-17,CUST1522,organic,Female,28,Electronics,1,105,105
3792,2023-05-20,CUST1522,organic,Female,28,Clothing,1,111,111
3793,2023-07-14,CUST1523,organic,Female,46,Electronics,2,151,302
3794,2023-08-04,CUST1523,organic,Female,46,Electronics,3,62,186
3795,2023-08-14,CUST1523,organic,Female,46,Electronics,1,206,206
3796,2023-09-13,CUST1523,organic,Female,46,Electronics,1,149,149
3797,2023-09-18,CUST1523,organic,Female,46,Beauty,3,11,33
3798,2023-08-14,CUST1524,social,Female,34,Beauty,2,29,58
3799,2023-11-28,CUST1525,email,Male,43,Electronics,3,259,777
3800,2023-12-05,CUST1525,email,Male,43,Beauty,4,61,244
3801,2023-12-10,CUST1525,email,Male,43,Clothing,1,81,81
3802,2023-06-19,CUST1526,organic,Female,40,Electronics,1,344,344
3803,2023-06-24,CUST1526,organic,Female,40,Clothing,1,29,29
3804,2023-06-29,CUST1526,organic,Female,40,Clothing,3,44,132
3805,2023-01-09,CUST1527,organic,Male,37,Electronics,2,77,154
3806,2023-01-12,CUST1527,organic,Male,37,Electronics,2,110,220
3807,2023-02-11,CUST1527,organic,Male,37,Electronics,2,349,698
3808,2023-02-09,CUST1528,organic,Female,19,Electronics,1,388,388
3809,2023-02-12,CUST1528,organic,Female,19,Electronics,4,305,1220
3810,2023-01-25,CUST1529,paid_search,Male,41,Electronics,1,194,194
3811,2023-01-30,CUST1529,paid_search,Male,41,Clothing,3,104,312
3812,2023-02-02,CUST1529,paid_search,Male,41,Clothing,2,49,98
3813,2023-02-12,CUST1529,paid_search,Male,41,Clothing,3,51,153
3814,2023-09-18,CUST1530,paid_search,Female,48,Electronics,1,263,263
3815,2023-09-23,CUST1530,paid_search,Female,48,Clothing,4,83,332
3816,2023-09-26,CUST1530,paid_search,Female,48,Clothing,4,84,336
3817,2023-08-14,CUST1531,social,Female,44,Electronics,3,220,660
3818,2023-05-04,CUST1532,paid_search,Female,19,Electronics,2,312,624
3819,2023-02-07,CUST1533,social,Male,31,Electronics,2,213,426
3820,2023-02-21,CUST1533,social,Male,31,Clothing,2,56,112
3821,2023-11-24,CUST1534,organic,Male,21,Electronics,2,135,270
3822,2023-11-29,CUST1534,organic,Male,21,Beauty,1,69,69
3823,2023-09-08,CUST1535,organic,Male,30,Beauty,1,73,73
3824,2023-09-29,CUST1535,organic,Male,30,Electronics,2,101,202
3825,2023-10-09,CUST1535,organic,Male,30,Clothing,1,79,79
3826,2023-06-25,CUST1536,organic,Female,53,Electronics,1,168,168
3827,2023-07-16,CUST1536,organic,Female,53,Clothing,1,73,73
3828,2023-07-19,CUST1536,organic,Female,53,Clothing,2,29,58
3829,2023-03-31,CUST1537,organic,Female,52,Clothing,1,44,44
3830,2023-02-06,CUST1538,organic,Male,25,Beauty,2,73,146
3831,2023-02-11,CUST1538,organic,Male,25,Electronics,1,285,285
3832,2023-11-12,CUST1539,social,Female,19,Electronics,3,108,324
3833,2023-06-25,CUST1540,paid_search,Female,23,Electronics,3,300,900
3834,2023-10-11,CUST1541,social,Female,48,Clothing,2,80,160
3835,2023-03-22,CUST1542,organic,Male,27,Electronics,3,167,501
3836,2023-03-29,CUST1542,organic,Male,27,Electronics,3,286,858
3837,2023-04-03,CUST1542,organic,Male,27,Electronics,3,220,660
3838,2023-04-13,CUST1542,organic,Male,27,Beauty,4,20,80
3839,2023-05-04,CUST1542,organic,Male,27,Clothing,4,24,96
3840,2023-04-24,CUST1543,social,Male,38,Beauty,2,48,96
3841,2023-04-27,CUST1543,social,Male,38,Electronics,4,129,516
3842,2023-05-18,CUST1543,social,Male,38,Electronics,4,270,1080
3843,2023-05-23,CUST1543,social,Male,38,Electronics,1,324,324
3844,2023-02-09,CUST1544,organic,Male,59,Beauty,4,35,140
3845,2023-02-14,CUST1544,organic,Male,59,Clothing,3,44,132
3846,2023-03-07,CUST1544,organic,Male,59,Electronics,3,300,900
3847,2023-10-28,CUST1545,paid_search,Female,27,Electronics,4,198,792
3848,2023-08-12,CUST1546,organic,Male,40,Clothing,3,54,162
3849,2023-08-17,CUST1546,organic,Male,40,Clothing,4,25,100
3850,2023-11-14,CUST1547,organic,Female,20,Beauty,4,32,128
3851,2023-11-19,CUST1547,organic,Female,20,Clothing,4,58,232
3852,2023-04-25,CUST1548,organic,Female,49,Clothing,1,37,37
3853,2023-05-02,CUST1548,organic,Female,49,Beauty,2,49,98
3854,2023-07-05,CUST1549,email,Female,37,Electronics,4,341,1364
3855,2023-07-12,CUST1549,email,Female,37,Clothing,4,83,332
3856,2023-11-19,CUST1550,organic,Female,27,Electronics,3,399,1197
3857,2023-11-24,CUST1550,organic,Female,27,Electronics,2,292,584
3858,2023-11-29,CUST1550,organic,Female,27,Beauty,3,53,159
3859,2023-02-25,CUST1551,email,Male,46,Electronics,2,307,614
